EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,Ion_Density_n_cc,Ion_Velocity_km_s,Distance_From_Sun_AU,HGI_LAT_deg,HGI_LON_deg
2019-08-08 09:00:00+00:00,2.2869230769230766,434.3653846153847,1.0100000000000007,6.199999999999999,238.80000000000013
2019-08-08 10:00:00+00:00,2.1969230769230768,428.9846153846154,1.0100000000000007,6.199999999999999,238.80000000000013
2019-08-08 11:00:00+00:00,2.401153846153846,461.2846153846152,1.0100000000000007,6.199999999999999,238.80000000000013
2019-08-08 12:00:00+00:00,2.0414285714285714,498.4857142857143,1.01,6.200000000000001,238.79999999999998
2019-08-08 13:00:00+00:00,2.183333333333333,536.35,1.01,6.2,238.79999999999998
2019-08-08 14:00:00+00:00,2.0157142857142856,539.7285714285715,1.01,6.200000000000001,238.79999999999998
2019-08-08 15:00:00+00:00,2.013333333333333,536.3,1.01,6.2,238.79999999999998
2019-08-08 16:00:00+00:00,1.8485714285714285,534.6,1.01,6.200000000000001,238.79999999999998
2019-08-08 17:00:00+00:00,1.7516666666666667,537.1999999999999,1.01,6.2,238.79999999999998
2019-08-08 18:00:00+00:00,1.7028571428571428,519.6571428571427,1.01,6.200000000000001,238.79999999999998
2019-08-08 19:00:00+00:00,1.63,527.6166666666667,1.01,6.2,238.79999999999998
2019-08-08 20:00:00+00:00,1.317142857142857,530.6428571428571,1.01,6.200000000000001,238.79999999999998
2019-08-08 21:00:00+00:00,1.623333333333333,521.4833333333333,1.01,6.2,238.79999999999998
2019-08-08 22:00:00+00:00,1.6114285714285717,518.1714285714285,1.01,6.200000000000001,238.79999999999998
2019-08-08 23:00:00+00:00,1.5466666666666666,517.65,1.01,6.2,238.79999999999998
2019-08-09 00:00:00+00:00,1.5157142857142856,519.4857142857143,1.01,6.299999999999999,239.79999999999998
2019-08-09 01:00:00+00:00,0.8666666666666666,440.86666666666673,1.01,6.3,239.79999999999998
2019-08-09 02:00:00+00:00,1.2033333333333334,347.34999999999997,1.01,6.3,239.79999999999998
2019-08-09 03:00:00+00:00,2.145,499.87499999999994,1.01,6.3,239.8
2019-08-09 04:00:00+00:00,2.1966666666666668,496.2555555555556,1.01,6.299999999999999,239.79999999999998
2019-08-09 05:00:00+00:00,2.5207692307692304,498.5307692307691,1.0100000000000007,6.300000000000001,239.80000000000013
2019-08-09 06:00:00+00:00,2.6903846153846156,499.11153846153854,1.0100000000000007,6.300000000000001,239.80000000000013
2019-08-09 07:00:00+00:00,2.2157692307692307,488.6423076923077,1.0100000000000007,6.300000000000001,239.80000000000013
2019-08-09 08:00:00+00:00,2.4196153846153843,483.2076923076924,1.0100000000000007,6.300000000000001,239.80000000000013
2019-08-09 09:00:00+00:00,2.2840000000000007,482.704,1.0100000000000007,6.3,239.8000000000001
2019-08-09 10:00:00+00:00,2.3669230769230767,488.53846153846155,1.0100000000000007,6.300000000000001,239.80000000000013
2019-08-09 11:00:00+00:00,2.364615384615384,468.36153846153854,1.0100000000000007,6.300000000000001,239.80000000000013
2019-08-09 12:00:00+00:00,2.4380769230769226,468.4115384615385,1.0100000000000007,6.300000000000001,239.80000000000013
2019-08-09 13:00:00+00:00,2.1833333333333336,474.79629629629625,1.0100000000000007,6.300000000000001,239.80000000000013
2019-08-09 14:00:00+00:00,2.3049999999999997,483.3307692307692,1.0100000000000007,6.300000000000001,239.80000000000013
2019-08-09 15:00:00+00:00,2.352857142857143,480.9285714285715,1.01,6.299999999999999,239.79999999999998
2019-08-09 16:00:00+00:00,2.841666666666667,501.59999999999997,1.01,6.3,239.79999999999998
2019-08-09 17:00:00+00:00,3.1271428571428572,525.9999999999999,1.01,6.299999999999999,239.79999999999998
2019-08-09 18:00:00+00:00,2.86,541.2833333333333,1.01,6.3,239.79999999999998
2019-08-09 19:00:00+00:00,2.855714285714286,539.9857142857143,1.01,6.299999999999999,239.79999999999998
2019-08-09 20:00:00+00:00,2.8683333333333336,557.5500000000001,1.01,6.3,239.79999999999998
2019-08-09 21:00:00+00:00,3.154285714285714,598.842857142857,1.01,6.299999999999999,239.79999999999998
2019-08-09 22:00:00+00:00,2.6633333333333336,611.3000000000001,1.01,6.3,239.79999999999998
2019-08-09 23:00:00+00:00,3.0157142857142856,613.9857142857143,1.01,6.299999999999999,239.79999999999998
